Name,Sponsors,University,Sport,PageNumber
Taylor Wemple,Barstool Sports,"Minnesota State University, Mankato",Ice Hockey,20
Caleb Floyd,Barstool Sports,University of Alabama at Birmingham,Baseball,20
Lillian Mould,Barstool Sports,University of Oregon,Tennis,20
Josh McCauley,Barstool Sports,University of Arizona,Football,20
Josh Sepe,Barstool Sports,Davidson College,Football,20
Sam Griffith,Barstool Sports,Washington State University,Cross Country,20
Chad Deegan,Barstool Sports,United States Naval Academy,Golf,20
Andrew Cubberly,Barstool Sports,Quinnipiac University,Baseball,20
Kirk Laursen,Barstool Sports,Miami University,Ice Hockey,20
Colin Cooke,Barstool Sports,High Point University,Lacrosse,20
Ryan Vanscoy,Barstool Sports,West Virginia University,Football,20
Michael Trautwein,Barstool Sports,Northwestern University,Baseball,20
Ryan Thompson,Barstool Sports,Duke University,Cross Country,21
Brett Rezendes,Barstool Sports,Bucknell University,Wrestling,21
Trevor Bishop,Barstool Sports,Western Michigan University,Ice Hockey,21
Dom Tobin,Barstool Sports,"University of Maryland, Baltimore County",Swimming and Diving,21
Cole Tucker,Barstool Sports,Northern Illinois University,Football,21
Jason Smallidge,Barstool Sports,University of Nebraska Omaha,Ice Hockey,21
Cameron Carson,Barstool Sports,University of Massachusetts Amherst,Football,21
Mitchell Sturgill,Barstool Sports,Columbia University,Football,21
Rich Kelly,Barstool Sports,University of Massachusetts Amherst,Basketball,21
Kyle Lozen,Barstool Sports,Ball State University,Football,21
Garrett Gibbons,Barstool Sports,"University of Maryland, College Park",Lacrosse,21
Harrison Feeney,Barstool Sports,University of North Dakota,Ice Hockey,21
Hunter Cattoor,Barstool Sports,Virginia Tech,Basketball,21
Andrea Fry,Barstool Sports,Auburn University,Tennis,21
Kylie Gorgenyi,Barstool Sports,University of New Hampshire,Gymnastics,21
Tre Morris,Barstool Sports,University of Missouri,Baseball,21
Katie Hoffman,Barstool Sports,La Salle University,Soccer,21
Jack Eschenbach,Barstool Sports,University of Wisconsin-Madison,Football,21
Zane Probst,Barstool Sports,Seton Hall University,Baseball,21
Gabe Blanchard,Barstool Sports,University of Massachusetts Lowell,Ice Hockey,21
Hailey Orlowski,Barstool Sports,University of Wisconsin-Madison,Track and Field,22
Bryant Shives,Barstool Sports,Mount St. Mary's University,Baseball,22
Calob Jones,Barstool Sports,South Dakota State University,Track and Field,22
Dante Palacio,Barstool Sports,"California State Polytechnic University, Pomona",Baseball,22
Dan Scianna,Barstool Sports,Furman University,Football,22
Dominick Scelfo,Barstool Sports,Cornell University,Basketball,22
Nathan Holty,Barstool Sports,The Ohio State University,Swimming and Diving,22
Dom Sarno,Barstool Sports,Long Island University,Football,22
Patrick Daum,Barstool Sports,West Virginia University,Wrestling,22
Nathan Priestley,Barstool Sports,University of Georgia,Football,22
Caitlin Morrison,Barstool Sports,Valparaiso University,Basketball,22
Matt Montgomery,Barstool Sports,University of Delaware,Lacrosse,22
Matt Beck,Barstool Sports,University of Vermont,Ice Hockey,22
Mary Kate Vaughn,Barstool Sports,Boston College,Cross Country,22
Scott Patchan,Barstool Sports,Colorado State University,Football,22
Cassie Chinn,Barstool Sports,Loyola Marymount University,Beach Volleyball,22
Greg McGuire,Barstool Sports,Central Connecticut State University,Cross Country,22
Jackson Roby,Barstool Sports,University of Alabama,Football,22
Madison Layden,Barstool Sports,Purdue University,Basketball,22
Bradley King,Barstool Sports,Pennsylvania State University,Football,22
Holton Ahlers,Barstool Sports,East Carolina University,Football,23
Mac Lee,Barstool Sports,Boston College,Golf,23
Jack Lynch,Barstool Sports,Xavier University,Baseball,23
Will Morrison,Barstool Sports,Western Michigan University,Baseball,23
Zack Mason,Barstool Sports,Eastern Michigan University,Golf,23
Reese Mayer,Barstool Sports,University of Notre Dame,Soccer,23
Bailey Parsons,Barstool Sports,Stanford University,Football,23
Connor Augenstein,Barstool Sports,Aurora University,Football,23
Sydney Jorgensen,Barstool Sports,Texas Christian University,Swimming and Diving,23
Alex Storako,Barstool Sports,University of Michigan,Softball,23
Jake Poindexter,Barstool Sports,University of Georgia,Baseball,23
Andrel Anthony,Barstool Sports,University of Michigan,Football,23
Carter Kopet,Barstool Sports,Gustavus Adolphus College,Football,23
Rileigh Powers,Barstool Sports,"University of California, Los Angeles",Beach Volleyball,23
Luke Wells,Barstool Sports,Rutgers University,Golf,23
Courtney Walker,Barstool Sports,Florida International University,Soccer,23
Isaiah Stevens,Barstool Sports,Colorado State University,Basketball,23
Noah Boffo,Barstool Sports,Xavier University,Soccer,23
Jake Crespi,Barstool Sports,Michigan Technological University,Ice Hockey,23
Thomas Colucci,Barstool Sports,Colgate University,Lacrosse,23
Jordan Helm,Barstool Sports,Florida Atlantic University,Football,24
Giovanni Canales,Barstool Sports,Coppin State University,Baseball,24
Jeff Ciccio,Barstool Sports,Fordham University,Football,24
Paris Alexander,Barstool Sports,University of Cincinnati,Lacrosse,24
Darby Pillow,Barstool Sports,Ohio University,Track and Field,24
Riley White,Barstool Sports,University of Alabama,Cross Country,24
Jared Zimbardo,Barstool Sports,Quinnipiac University,Baseball,24
Adam Karashik,Barstool Sports,University of Notre Dame,Ice Hockey,24
Riley Delill,Barstool Sports,Robert Morris University,Lacrosse,24
Trey Kapsalis,Barstool Sports,Indiana University,Soccer,24
Anthony Leal,Barstool Sports,Indiana University,Basketball,24
Ben Minor,Barstool Sports,Butler University,Soccer,24
Matt Duvall,Barstool Sports,University of Kentucky,Cross Country,24
Justin Carlin,Barstool Sports,Western Kentucky University,Baseball,24
Micah Earwood,Barstool Sports,Georgia State University,Baseball,24
Bennett Lee,Barstool Sports,Tulane University,Baseball,24
Marty Strey,Barstool Sports,University of Wisconsin-Madison,Football,24
Max Tillett,Barstool Sports,University of New Hampshire,Football,24
Nicky Kuzemka,Barstool Sports,Furman University,Football,24
Josh Spare,Barstool Sports,East Carolina University,Cross Country,24
Zane Harris,Barstool Sports,Wright State University,Baseball,25
Holt Robison,Barstool Sports,Colgate University,Soccer,25
Brice O'Hara,Barstool Sports,University of Oklahoma,Wrestling,25
Abby Danson,Barstool Sports,The Ohio State University,Field Hockey,25
Michael Marchese,Barstool Sports,University of Illinois at Urbana-Champaign,Football,25
Wills Montgomery,Barstool Sports,Saint Joseph's University,Golf,25
Trace Young,Barstool Sports,Colorado State University,Basketball,25
Tim Adler,Barstool Sports,University of Minnesota,Ice Hockey,25
Breanna Socker,Barstool Sports,St. John Fisher College,Field Hockey,25
Matthew Klein,Barstool Sports,Southern Illinois University Edwardsville,Baseball,25
Nalin Fox,Barstool Sports,Purdue University,Football,25
Chris Cusolito,Barstool Sports,Providence College,Lacrosse,25
Adam Swanson,Barstool Sports,Eastern Illinois University,Cross Country,25
Amanda Schwartz,Barstool Sports,Cornell University,Track and Field,25
Justin Janke,Barstool Sports,Washington State University,Track and Field,25
Ben Bohnenberger,Barstool Sports,Colgate University,Football,25
Chris Mazza,Barstool Sports,Quinnipiac University,Baseball,25
Corinne McCool,Barstool Sports,University of Vermont,Ice Hockey,25
Matthew Magness,Barstool Sports,The Ohio State University,Swimming and Diving,25
Will Jontz,Barstool Sports,Indiana University,Football,25
Andy Carroll,Barstool Sports,"Minnesota State University, Mankato",Ice Hockey,26
Ian Mikesell,Barstool Sports,The Ohio State University,Swimming and Diving,26
Jake Bunz,Barstool Sports,University of Nebraska-Lincoln,Baseball,26
Tyler Shingledecker,Barstool Sports,Pennsylvania State University,Baseball,26
Gianna Danese,Barstool Sports,Columbia University,Lacrosse,26
Evan Daigle,Barstool Sports,Northwestern State University,Baseball,26
Blake Grupe,Barstool Sports,Arkansas State University,Football,26
Kalob Runyon,Barstool Sports,University of Northern Iowa,Wrestling,26
Patrick Jackson,Barstool Sports,Bellarmine University,Swimming and Diving,26
Sam Hart,Barstool Sports,The Ohio State University,Football,26
Henry Marchese,Barstool Sports,University of Iowa,Football,26
Gunnar Leyendecker,Barstool Sports,Davidson College,Football,26
Buddy Mrowka,Barstool Sports,Harvard University,Baseball,26
Joey Baughman,Barstool Sports,Elon University,Football,26
Tommy Sidleck,Barstool Sports,Mount St. Mary's University,Soccer,26
David Carr,Barstool Sports,Iowa State University,Wrestling,26
Evan Johnson,Barstool Sports,The Ohio State University,Track and Field,26
Zach Stallings,Barstool Sports,Washington State University,Cross Country,26
Connor McWilliams,Barstool Sports,University of Denver,Soccer,26
Gavin Lamp,Barstool Sports,University of Richmond,Football,26
Jace Howard,Barstool Sports,University of Michigan,Basketball,27
K.J. Henry,Barstool Sports,Clemson University,Football,27
Troy Schreffler Jr.,Barstool Sports,"University of Maryland, College Park",Baseball,27
Reagan Campbell,Barstool Sports,Louisiana State University,Gymnastics,27
Kenny Campbell,Barstool Sports,University of Connecticut,Baseball,27
Sam Sklarski,Barstool Sports,Michigan State University,Soccer,27
Ty Glover,Barstool Sports,Western Michigan University,Ice Hockey,27
Hank Anderson,Barstool Sports,Bloomsburg University of Pennsylvania,Track and Field,27
Keeton Thornsberry,Barstool Sports,Eastern Kentucky University,Cross Country,27
Sam Morse,Barstool Sports,Southern Methodist University,Football,27
Luke Wierman,Barstool Sports,"University of Maryland, College Park",Lacrosse,27
Ryan Eliassen,Barstool Sports,University of Alabama,Wheelchair Basketball,27
Cade Vela,Barstool Sports,Davidson College,Football,27
Colleen Graham,Barstool Sports,Marquette University,Lacrosse,27
Jonathan Elkins,Barstool Sports,Villanova University,Golf,27
Ryan Mata,Barstool Sports,University of Missouri,Cross Country,27
Kevin Millar,Barstool Sports,St. Thomas Aquinas College,Baseball,27
Danielle Pavinelli,Barstool Sports,University of Florida,Lacrosse,27
J.T. Jarrett,Barstool Sports,North Carolina State University,Baseball,27
Frank Hayes,Barstool Sports,The Ohio State University,Track and Field,27
David Caraher,Barstool Sports,St. John's University,Basketball,28
Lance Runyon,Barstool Sports,University of Northern Iowa,Wrestling,28
Mayan Ahanotu,Barstool Sports,Rutgers University,Football,28
Noah Drummond,Barstool Sports,West Virginia University,Football,28
Dontae Fleming,Barstool Sports,University of Louisiana at Lafayette,Football,28
Abby Schillinger,Barstool Sports,University of Detroit Mercy,Lacrosse,28
Allie Craig Cruce,Barstool Sports,University of Alabama,Basketball,28
Michael Gerace,Barstool Sports,University of Maine,Football,28
Drake Thomas,Barstool Sports,North Carolina State University,Football,28
Jarek Broussard,Barstool Sports,University of Colorado Boulder,Football,28
Gavin Puskar,Barstool Sports,University of Connecticut,Ice Hockey,28
Brock Bertram,Barstool Sports,University at Buffalo,Basketball,28
Collin Moore,Barstool Sports,"University of California, Berkeley",Football,28
Isaac Vance,Barstool Sports,Kent State University,Football,28
Julie Armstrong,Barstool Sports,Michigan State University,Rowing,28
Will McFadden,Barstool Sports,University of Massachusetts Amherst,Baseball,28
Amirah Ali,Barstool Sports,Rutgers University,Soccer,28
Tyrese Fajardo,Barstool Sports,The Ohio State University,Track and Field,28
Riley Baker,Barstool Sports,Eastern Illinois University,Track and Field,28
Thayer Thomas,Barstool Sports,North Carolina State University,Football,28
Marcus Wood Jr.,Barstool Sports,"University of Nevada, Reno",Lacrosse,29
Toby McBride,Barstool Sports,Colorado State University,Football,29
Sean Wracher,Barstool Sports,Indiana University,Football,29
Paddy Gallagher,Barstool Sports,The Ohio State University,Wrestling,29
Taylor Marinelli,Barstool Sports,Saint Joseph's University,Softball,29
Max Wysocki,Barstool Sports,University of Oregon,Football,29
Bella Bryson,Barstool Sports,Missouri State University,Soccer,29
Mike Toranzo,Barstool Sports,Oregon State University,Wrestling,29
Dan Vasey,Barstool Sports,Pennsylvania State University,Football,29
Evan Tattersall,Barstool Sports,"University of California, Berkeley",Football,29
Ryan Cameron,Barstool Sports,Florida Atlantic University,Football,29
Ramon Singh,Barstool Sports,Xavier University,Basketball,29
David Roddy,Barstool Sports,Colorado State University,Basketball,29
Blake Hely,Barstool Sports,Davidson College,Baseball,29
Elyjah Williams,Barstool Sports,Northwestern University,Basketball,29
Zach Driscoll,Barstool Sports,University of North Dakota,Ice Hockey,29
Logan Hackett,Barstool Sports,Texas Southern University,Golf,29
Carli Baldwin,Barstool Sports,New Mexico State University,Swimming and Diving,29
Will Norris,Barstool Sports,University of Missouri,Football,29
Brook Richards,Barstool Sports,Idaho State University,Softball,29
Madison Levinson,Barstool Sports,Columbia University,Lacrosse,30
Taylor Shelton,Barstool Sports,Indiana State University,Volleyball,30
Tim Malo,Barstool Sports,Brown University,Football,30
Michael Santi,Barstool Sports,University of Northern Iowa,Track and Field,30
Mac Webster,Barstool Sports,Boston College,Golf,30
Colin McDermott,Barstool Sports,The Ohio State University,Swimming and Diving,30
Ryan Davis,Barstool Sports,University of Vermont,Basketball,30
Devin Schroder,Barstool Sports,Purdue University,Wrestling,30
Jeremy Davidson,Barstool Sports,Michigan State University,Ice Hockey,30
David Falco,Barstool Sports,"University of Maryland, College Park",Baseball,30
Marshall Winn,Barstool Sports,"University at Albany, SUNY",Baseball,30
Sara Zabrecky,Barstool Sports,St. John's University,Basketball,30
Daniel Hawthorne,Barstool Sports,University of Missouri,Football,30
Duncan Demuth,Barstool Sports,University of Vermont,Basketball,30
Lane Krenzen,Barstool Sports,University of Denver,Ice Hockey,30
Ben Roderick,Barstool Sports,Ohio University,Basketball,30
Kieran Zalewski,Barstool Sports,University of Wisconsin-Madison,Rowing,30
Jaxon Hallmark,Barstool Sports,University of Nebraska-Lincoln,Baseball,30
Chase Stevenson,Barstool Sports,University of New Hampshire,Ice Hockey,30
Trevor Woods,Barstool Sports,University of Colorado Boulder,Football,30
John Kiracofe,Barstool Sports,University of Michigan,Lacrosse,31
Max Evans,Barstool Sports,Stanford University,Rowing,31
Rush Boyett,Barstool Sports,Stanford University,Football,31
Tyler Lienau,Barstool Sports,University of Iowa,Track and Field,31
